ID,Length_nm,Height_nm,AspectRatio,Solidity_%,Area 3D_nm2,Area 2D_nm2,Group,ImageName
1,122.55859375,4.20189135704788,29.1674827680709,95.6321107486674,8674.7453646797,2865.79132080078,vertical,0604.jpk_height
1,113.76953125,3.67470861589495,30.9601503525721,91.2495714775454,7651.4033135684,2538.44261169434,lateral,0604.jpk_height
2,233.88671875,6.03087670870287,38.7815453783841,88.1283605018349,24967.0041055544,4923.82049560547,lateral,0604.jpk_height
3,139.16015625,3.59060582553903,38.7567343817555,91.2910060641485,11293.4961234968,2979.04014587402,lateral,0604.jpk_height
4,89.35546875,2.8541606428378,31.3070916222699,89.6629213483146,4553.0884333631,1902.58026123047,lateral,0604.jpk_height
5,127.9296875,3.39568451569629,37.6741970311597,85.9878072013717,8445.08811227507,2152.2045135498,lateral,0604.jpk_height
6,123.53515625,5.39138741889584,22.9134259239156,90.1830126701079,4409.34113414211,2290.96412658691,lateral,0604.jpk_height
7,172.36328125,5.31481833397871,32.4307004339258,93.6883819833752,7980.74318692286,4621.98257446289,lateral,0604.jpk_height
1,111.328125,2.73032817289892,40.7746314545762,95.6953642384106,2783.76885634886,1515.86532592773,isolated,0605.jpk_height
2,151.3671875,3.78946374431407,39.9442236984375,94.1071861611834,12846.4279775001,2775.66909790039,isolated,0605.jpk_height
3,55.17578125,1.39004644593031,39.6934803232944,94.4292948967667,1303.90296006531,577.926635742188,isolated,0605.jpk_height
4,102.05078125,2.84177045713527,35.9109867560786,92.2695867553122,4548.56521825212,1687.52670288086,isolated,0605.jpk_height
5,34.1796875,1.56010609460652,21.9085661021153,96.4652223489168,795.955902486003,403.404235839844,isolated,0605.jpk_height
6,42.48046875,1.33039217864685,31.9307865994877,95.9058823529412,1030.35316994792,485.897064208984,isolated,0605.jpk_height
7,150.390625,4.72098757436365,31.8557553120168,94.5085190039319,8855.42656265652,3438.47274780273,isolated,0605.jpk_height
8,44.43359375,1.45795214157065,30.4767162673336,95.9097859327217,1386.98382393265,598.19221496582,isolated,0605.jpk_height
9,86.9140625,3.22614661041293,26.9405185181201,95.5388624865859,3454.04665072498,1485.82458496094,isolated,0605.jpk_height
10,127.44140625,3.62672831348882,35.1394963267609,92.2131147540984,5197.32895276336,2199.41139221191,isolated,0605.jpk_height
11,32.2265625,1.24506619408459,25.8834129888925,97.9606700655499,566.935736558279,320.672988891602,isolated,0605.jpk_height
1,114.2578125,4.29383227798568,26.6097521055481,87.9832810867294,6511.23788818431,2609.7297668457,lateral,0605.jpk_height
2,136.23046875,4.80608407951,28.3454193676714,89.916205084505,8693.87100385917,3018.85604858398,lateral,0605.jpk_height
3,144.04296875,3.81243126380978,37.7824434809763,90.072300396486,10236.8569338673,2762.3176574707,lateral,0605.jpk_height
