ID,Length_nm,Height_nm,AspectRatio,Solidity_%,Area 3D_nm2,Area 2D_nm2,Group,ImageName
1,125,6.47,19.32,95.36,6652.88,3056.05,vertical,0601.jpk_height
2,167.97,2.72,61.75,92.4,8794.97,3054.38,vertical,0601.jpk_height
1,82.52,3.42,24.12,95.05,3891.06,2000.81,vertical,0602.jpk_height
2,91.8,6.26,14.66,96.82,3606.52,2018.21,vertical,0602.jpk_height
3,102.05,2.83,36.11,91.34,4217.62,1430.51,vertical,0602.jpk_height
1,122.56,4.2,29.17,95.63,8674.75,2865.79,vertical,0604.jpk_height
