Background Roughness,Noise (nm),Contrast (nm),Background Height (nm),# Border Particles,# Coarse Particles,# Lateral Particles,# Vertical Particles,# Isolated Particles,Area Border Particles %,Area Coarse Particles %,Area Lateral Particles %,Area Vertical Particles %,Area Isolated Particles %
1.02322026025297,0.162058587231616,2.132735588588,1.666633436778,8,6,6,2,18,3.00028324127197,1.90668106079102,1.96559429168701,0.611042976379395,2.66087055206299
1.01615935672469,0.16549078807755,2.77768039513345,1.10541397833498,4,6,1,3,6,1.32205486297607,5.02774715423584,0.232839584350586,0.544953346252441,1.00448131561279
1.04173301831555,0.171007769400782,2.71727201199736,3.52391144638474,8,7,5,0,13,2.38988399505615,2.52330303192139,1.5103816986084,0,2.683424949646
1.04127622293936,0.160430370380563,2.68227693940427,3.18432308468228,8,11,7,1,11,1.51143074035645,4.65395450592041,2.14090347290039,0.286579132080078,1.48525238037109
1.05830930132305,0.173269340205538,2.43555439857313,4.90371618827378,7,6,3,0,11,4.33201789855957,2.42118835449219,0.839090347290039,0,1.5488862991333
